user_id,artist_id,weight,username
3,147,1.0,Robert Mansur
3,148,1.0,Robert Mansur
3,149,1.0,Robert Mansur
3,150,1.0,Robert Mansur
4,51,1.03,Penny Hawkins
4,53,1.41,Penny Hawkins
4,64,1.19,Penny Hawkins
4,65,1.09,Penny Hawkins
4,70,1.16,Penny Hawkins
4,72,5.0,Penny Hawkins
4,77,1.17,Penny Hawkins
4,151,2.35,Penny Hawkins
4,152,1.85,Penny Hawkins
4,153,1.59,Penny Hawkins
4,154,1.53,Penny Hawkins
4,155,1.49,Penny Hawkins
4,156,1.46,Penny Hawkins
4,157,1.45,Penny Hawkins
4,158,1.45,Penny Hawkins
4,159,1.44,Penny Hawkins
4,160,1.43,Penny Hawkins
4,161,1.37,Penny Hawkins
4,162,1.28,Penny Hawkins
4,163,1.23,Penny Hawkins
4,164,1.22,Penny Hawkins
4,165,1.21,Penny Hawkins
4,166,1.21,Penny Hawkins
4,167,1.18,Penny Hawkins
4,168,1.18,Penny Hawkins
4,169,1.16,Penny Hawkins
4,170,1.14,Penny Hawkins
4,171,1.14,Penny Hawkins
4,172,1.1,Penny Hawkins
4,173,1.08,Penny Hawkins
4,174,1.08,Penny Hawkins
4,175,1.08,Penny Hawkins
4,176,1.08,Penny Hawkins
4,177,1.08,Penny Hawkins
4,178,1.07,Penny Hawkins
4,179,1.06,Penny Hawkins
4,180,1.05,Penny Hawkins
4,181,1.05,Penny Hawkins
4,182,1.05,Penny Hawkins
4,183,1.05,Penny Hawkins
4,184,1.05,Penny Hawkins
4,185,1.04,Penny Hawkins
4,186,1.04,Penny Hawkins
4,187,1.03,Penny Hawkins
4,188,1.02,Penny Hawkins
4,189,1.01,Penny Hawkins
4,190,1.01,Penny Hawkins
4,191,1.01,Penny Hawkins
4,192,1.0,Penny Hawkins
4,193,1.0,Penny Hawkins
5,53,1.34,Ted Bristle
5,154,5.0,Ted Bristle
5,173,1.66,Ted Bristle
5,182,1.56,Ted Bristle
5,190,4.7,Ted Bristle
5,194,4.44,Ted Bristle
5,195,3.9,Ted Bristle
5,196,3.63,Ted Bristle
5,197,2.75,Ted Bristle
5,198,2.75,Ted Bristle
5,199,2.35,Ted Bristle
5,200,2.15,Ted Bristle
5,201,1.98,Ted Bristle
5,202,1.95,Ted Bristle
5,203,1.89,Ted Bristle
5,204,1.87,Ted Bristle
5,205,1.83,Ted Bristle
5,206,1.78,Ted Bristle
5,207,1.75,Ted Bristle
5,208,1.73,Ted Bristle
5,209,1.71,Ted Bristle
5,210,1.59,Ted Bristle
5,211,1.56,Ted Bristle
5,212,1.49,Ted Bristle
5,213,1.49,Ted Bristle
5,214,1.48,Ted Bristle
5,215,1.42,Ted Bristle
5,216,1.4,Ted Bristle
5,217,1.36,Ted Bristle
5,218,1.36,Ted Bristle
5,219,1.33,Ted Bristle
5,220,1.29,Ted Bristle
5,221,1.24,Ted Bristle
5,222,1.24,Ted Bristle
5,223,1.18,Ted Bristle
5,224,1.15,Ted Bristle
5,225,1.14,Ted Bristle
5,226,1.12,Ted Bristle
5,227,1.12,Ted Bristle
5,228,1.12,Ted Bristle
5,229,1.12,Ted Bristle
5,230,1.11,Ted Bristle
5,231,1.1,Ted Bristle
5,232,1.09,Ted Bristle
5,233,1.08,Ted Bristle
5,234,1.07,Ted Bristle
5,235,1.07,Ted Bristle
5,236,1.06,Ted Bristle
5,237,1.02,Ted Bristle
5,238,1.0,Ted Bristle
6,77,1.43,Melissa Allen
6,239,5.0,Melissa Allen
6,240,5.0,Melissa Allen
6,241,4.86,Melissa Allen
6,242,4.43,Melissa Allen
6,243,4.0,Melissa Allen
6,244,3.86,Melissa Allen
6,245,3.57,Melissa Allen
6,246,3.57,Melissa Allen
6,247,3.0,Melissa Allen
6,248,2.86,Melissa Allen
6,249,2.57,Melissa Allen
6,250,2.57,Melissa Allen
6,251,2.57,Melissa Allen
6,252,2.57,Melissa Allen
6,253,2.43,Melissa Allen
6,254,2.0,Melissa Allen
6,255,2.0,Melissa Allen
6,256,1.86,Melissa Allen
6,257,1.71,Melissa Allen
6,258,1.71,Melissa Allen
6,259,1.71,Melissa Allen
6,260,1.71,Melissa Allen
6,261,1.71,Melissa Allen
6,262,1.57,Melissa Allen
6,263,1.57,Melissa Allen
6,264,1.57,Melissa Allen
6,265,1.57,Melissa Allen
6,266,1.43,Melissa Allen
6,267,1.43,Melissa Allen
6,268,1.43,Melissa Allen
6,269,1.43,Melissa Allen
6,270,1.43,Melissa Allen
6,271,1.29,Melissa Allen
6,272,1.29,Melissa Allen
6,273,1.29,Melissa Allen
6,274,1.29,Melissa Allen
6,275,1.14,Melissa Allen
6,276,1.14,Melissa Allen
6,277,1.14,Melissa Allen
6,278,1.14,Melissa Allen
6,279,1.14,Melissa Allen
6,280,1.14,Melissa Allen
6,281,1.14,Melissa Allen
6,282,1.14,Melissa Allen
6,283,1.14,Melissa Allen
6,284,1.0,Melissa Allen
6,285,1.0,Melissa Allen
6,286,1.0,Melissa Allen
6,287,1.0,Melissa Allen
7,55,1.24,Frederick Eligio
7,67,1.19,Frederick Eligio
7,89,1.49,Frederick Eligio
7,257,1.43,Frederick Eligio
7,288,5.0,Frederick Eligio
7,289,1.98,Frederick Eligio
7,290,1.53,Frederick Eligio
7,291,1.45,Frederick Eligio
7,292,1.34,Frederick Eligio
7,293,1.33,Frederick Eligio
7,294,1.25,Frederick Eligio
7,295,1.22,Frederick Eligio
7,296,1.17,Frederick Eligio
7,297,1.12,Frederick Eligio
7,298,1.12,Frederick Eligio
7,299,1.12,Frederick Eligio
7,300,1.12,Frederick Eligio
7,301,1.1,Frederick Eligio
7,302,1.09,Frederick Eligio
7,303,1.09,Frederick Eligio
7,304,1.08,Frederick Eligio
7,305,1.06,Frederick Eligio
7,306,1.06,Frederick Eligio
7,307,1.06,Frederick Eligio
7,308,1.05,Frederick Eligio
7,309,1.05,Frederick Eligio
7,310,1.04,Frederick Eligio
7,311,1.04,Frederick Eligio
7,312,1.04,Frederick Eligio
7,313,1.04,Frederick Eligio
7,314,1.03,Frederick Eligio
7,315,1.03,Frederick Eligio
7,316,1.03,Frederick Eligio
7,317,1.03,Frederick Eligio
7,318,1.02,Frederick Eligio
7,319,1.02,Frederick Eligio
7,320,1.02,Frederick Eligio
7,321,1.02,Frederick Eligio
7,322,1.02,Frederick Eligio
7,323,1.01,Frederick Eligio
7,324,1.01,Frederick Eligio
7,325,1.01,Frederick Eligio
7,326,1.01,Frederick Eligio
7,327,1.01,Frederick Eligio
7,328,1.01,Frederick Eligio
7,329,1.0,Frederick Eligio
7,330,1.0,Frederick Eligio
7,331,1.0,Frederick Eligio
7,332,1.0,Frederick Eligio
7,333,1.0,Frederick Eligio
8,71,1.01,Brian Dunlap
8,89,1.49,Brian Dunlap
8,97,1.12,Brian Dunlap
8,251,1.04,Brian Dunlap
8,257,1.2,Brian Dunlap
8,265,1.27,Brian Dunlap
8,288,1.17,Brian Dunlap
8,289,2.36,Brian Dunlap
8,291,1.15,Brian Dunlap
8,292,1.4,Brian Dunlap
8,295,1.82,Brian Dunlap
8,296,1.57,Brian Dunlap
8,298,1.29,Brian Dunlap
8,300,1.11,Brian Dunlap
8,302,1.17,Brian Dunlap
8,311,1.12,Brian Dunlap
8,323,1.26,Brian Dunlap
8,334,5.0,Brian Dunlap
8,335,2.45,Brian Dunlap
8,336,2.02,Brian Dunlap
8,337,1.81,Brian Dunlap
8,338,1.52,Brian Dunlap
8,339,1.42,Brian Dunlap
8,340,1.41,Brian Dunlap
8,341,1.41,Brian Dunlap
8,342,1.38,Brian Dunlap
8,343,1.27,Brian Dunlap
8,344,1.25,Brian Dunlap
8,345,1.23,Brian Dunlap
8,346,1.23,Brian Dunlap
8,347,1.22,Brian Dunlap
8,348,1.22,Brian Dunlap
8,349,1.21,Brian Dunlap
8,350,1.21,Brian Dunlap
8,351,1.19,Brian Dunlap
8,352,1.16,Brian Dunlap
8,353,1.15,Brian Dunlap
8,354,1.14,Brian Dunlap
8,355,1.12,Brian Dunlap
8,356,1.12,Brian Dunlap
8,357,1.11,Brian Dunlap
8,358,1.07,Brian Dunlap
8,359,1.07,Brian Dunlap
8,360,1.05,Brian Dunlap
8,361,1.05,Brian Dunlap
8,362,1.04,Brian Dunlap
8,363,1.01,Brian Dunlap
8,364,1.0,Brian Dunlap
8,365,1.0,Brian Dunlap
8,366,1.0,Brian Dunlap
9,8,1.66,Charles Sessions
9,367,5.0,Charles Sessions
9,368,3.24,Charles Sessions
9,369,2.72,Charles Sessions
9,370,2.63,Charles Sessions
9,371,2.61,Charles Sessions
9,372,2.55,Charles Sessions
9,373,1.92,Charles Sessions
9,374,1.89,Charles Sessions
9,375,1.74,Charles Sessions
9,376,1.74,Charles Sessions
9,377,1.7,Charles Sessions
9,378,1.67,Charles Sessions
9,379,1.61,Charles Sessions
9,380,1.61,Charles Sessions
9,381,1.61,Charles Sessions
9,382,1.56,Charles Sessions
9,383,1.54,Charles Sessions
9,384,1.52,Charles Sessions
9,385,1.44,Charles Sessions
9,386,1.44,Charles Sessions
9,387,1.37,Charles Sessions
9,388,1.34,Charles Sessions
9,389,1.32,Charles Sessions
9,390,1.28,Charles Sessions
9,391,1.26,Charles Sessions
9,392,1.25,Charles Sessions
9,393,1.24,Charles Sessions
9,394,1.22,Charles Sessions
9,395,1.17,Charles Sessions
9,396,1.15,Charles Sessions
9,397,1.15,Charles Sessions
9,398,1.14,Charles Sessions
9,399,1.12,Charles Sessions
9,400,1.11,Charles Sessions
9,401,1.11,Charles Sessions
9,402,1.1,Charles Sessions
9,403,1.08,Charles Sessions
9,404,1.08,Charles Sessions
9,405,1.07,Charles Sessions
9,406,1.06,Charles Sessions
9,407,1.04,Charles Sessions
9,408,1.04,Charles Sessions
9,409,1.03,Charles Sessions
9,410,1.02,Charles Sessions
9,411,1.02,Charles Sessions
9,412,1.01,Charles Sessions
9,413,1.01,Charles Sessions
9,414,1.0,Charles Sessions
9,415,1.0,Charles Sessions
10,154,1.03,Vicente Belair
10,159,1.09,Vicente Belair
10,196,2.32,Vicente Belair
10,199,2.65,Vicente Belair
10,200,1.2,Vicente Belair
10,208,1.21,Vicente Belair
10,217,1.81,Vicente Belair
10,219,1.04,Vicente Belair
10,225,2.53,Vicente Belair
10,228,1.16,Vicente Belair
10,229,2.12,Vicente Belair
10,416,5.0,Vicente Belair
10,417,2.92,Vicente Belair
10,418,2.21,Vicente Belair
10,419,2.17,Vicente Belair
10,420,2.16,Vicente Belair
10,421,2.07,Vicente Belair
10,422,1.97,Vicente Belair
10,423,1.93,Vicente Belair
10,424,1.86,Vicente Belair
10,425,1.77,Vicente Belair
10,426,1.6,Vicente Belair
10,427,1.57,Vicente Belair
10,428,1.57,Vicente Belair
10,429,1.56,Vicente Belair
10,430,1.54,Vicente Belair
10,431,1.52,Vicente Belair
10,432,1.5,Vicente Belair
10,433,1.44,Vicente Belair
10,434,1.4,Vicente Belair
10,435,1.28,Vicente Belair
10,436,1.22,Vicente Belair
10,437,1.21,Vicente Belair
10,438,1.2,Vicente Belair
10,439,1.18,Vicente Belair
10,440,1.12,Vicente Belair
10,441,1.11,Vicente Belair
10,442,1.1,Vicente Belair
10,443,1.1,Vicente Belair
10,444,1.07,Vicente Belair
10,445,1.06,Vicente Belair
10,446,1.06,Vicente Belair
10,447,1.04,Vicente Belair
10,448,1.03,Vicente Belair
10,449,1.03,Vicente Belair
10,450,1.02,Vicente Belair
10,451,1.02,Vicente Belair
10,452,1.01,Vicente Belair
10,453,1.01,Vicente Belair
10,454,1.0,Vicente Belair
11,67,1.0,Elaine Curtis
11,89,4.01,Elaine Curtis
11,157,1.74,Elaine Curtis
11,230,1.1,Elaine Curtis
11,234,1.13,Elaine Curtis
11,288,1.5,Elaine Curtis
11,289,4.46,Elaine Curtis
11,292,1.31,Elaine Curtis
11,294,1.03,Elaine Curtis
11,295,1.28,Elaine Curtis
11,300,1.11,Elaine Curtis
11,301,1.07,Elaine Curtis
11,304,1.77,Elaine Curtis
11,306,1.02,Elaine Curtis
11,325,1.07,Elaine Curtis
11,327,1.1,Elaine Curtis
11,329,1.31,Elaine Curtis
11,344,1.01,Elaine Curtis
11,349,1.11,Elaine Curtis
11,455,5.0,Elaine Curtis
11,456,2.65,Elaine Curtis
11,457,2.49,Elaine Curtis
11,458,2.41,Elaine Curtis
11,459,2.28,Elaine Curtis
11,460,2.24,Elaine Curtis
11,461,2.21,Elaine Curtis
11,462,2.04,Elaine Curtis
11,463,1.96,Elaine Curtis
11,464,1.85,Elaine Curtis
11,465,1.74,Elaine Curtis
11,466,1.69,Elaine Curtis
11,467,1.54,Elaine Curtis
11,468,1.47,Elaine Curtis
11,469,1.31,Elaine Curtis
11,470,1.3,Elaine Curtis
11,471,1.29,Elaine Curtis
11,472,1.27,Elaine Curtis
11,473,1.2,Elaine Curtis
11,474,1.19,Elaine Curtis
11,475,1.19,Elaine Curtis
11,476,1.1,Elaine Curtis
11,477,1.1,Elaine Curtis
11,478,1.1,Elaine Curtis
11,479,1.09,Elaine Curtis
11,480,1.08,Elaine Curtis
11,481,1.06,Elaine Curtis
11,482,1.02,Elaine Curtis
11,483,1.02,Elaine Curtis
11,484,1.01,Elaine Curtis
11,485,1.01,Elaine Curtis
12,72,1.08,Tonya Crawford
12,189,1.14,Tonya Crawford
12,191,1.23,Tonya Crawford
12,230,1.08,Tonya Crawford
12,288,1.15,Tonya Crawford
12,300,1.01,Tonya Crawford
12,333,2.57,Tonya Crawford
12,344,1.31,Tonya Crawford
12,377,5.0,Tonya Crawford
12,378,3.09,Tonya Crawford
12,405,1.01,Tonya Crawford
12,407,1.05,Tonya Crawford
12,466,1.04,Tonya Crawford
12,486,2.58,Tonya Crawford
12,487,1.47,Tonya Crawford
12,488,1.44,Tonya Crawford
12,489,1.44,Tonya Crawford
12,490,1.25,Tonya Crawford
12,491,1.2,Tonya Crawford
12,492,1.2,Tonya Crawford
12,493,1.19,Tonya Crawford
12,494,1.19,Tonya Crawford
12,495,1.18,Tonya Crawford
12,496,1.17,Tonya Crawford
12,497,1.16,Tonya Crawford
12,498,1.15,Tonya Crawford
12,499,1.15,Tonya Crawford
12,500,1.11,Tonya Crawford
12,501,1.1,Tonya Crawford
12,502,1.09,Tonya Crawford
12,503,1.05,Tonya Crawford
12,504,1.05,Tonya Crawford
12,505,1.05,Tonya Crawford
12,506,1.05,Tonya Crawford
12,507,1.04,Tonya Crawford
12,508,1.04,Tonya Crawford
12,509,1.03,Tonya Crawford
12,510,1.03,Tonya Crawford
12,511,1.02,Tonya Crawford
12,512,1.02,Tonya Crawford
12,513,1.02,Tonya Crawford
12,514,1.02,Tonya Crawford
12,515,1.02,Tonya Crawford
12,516,1.02,Tonya Crawford
12,517,1.02,Tonya Crawford
12,518,1.01,Tonya Crawford
12,519,1.0,Tonya Crawford
12,520,1.0,Tonya Crawford
12,521,1.0,Tonya Crawford
12,522,1.0,Tonya Crawford
13,55,1.0,Philip Brewster
13,67,1.01,Philip Brewster
13,89,5.0,Philip Brewster
13,173,1.0,Philip Brewster
13,228,1.0,Philip Brewster
13,292,1.0,Philip Brewster
13,295,1.0,Philip Brewster
13,298,1.01,Philip Brewster
13,299,1.0,Philip Brewster
13,300,1.0,Philip Brewster
13,302,1.01,Philip Brewster
13,310,1.02,Philip Brewster
13,316,1.0,Philip Brewster
13,318,1.0,Philip Brewster
13,325,1.0,Philip Brewster
13,328,1.01,Philip Brewster
13,333,1.04,Philip Brewster
13,344,1.0,Philip Brewster
13,349,1.0,Philip Brewster
13,352,1.0,Philip Brewster
13,378,1.0,Philip Brewster
13,461,1.0,Philip Brewster
13,466,1.0,Philip Brewster
13,498,1.0,Philip Brewster
13,523,1.01,Philip Brewster
13,524,1.01,Philip Brewster
13,525,1.0,Philip Brewster
13,526,1.0,Philip Brewster
13,527,1.0,Philip Brewster
13,528,1.0,Philip Brewster
13,529,1.0,Philip Brewster
13,530,1.0,Philip Brewster
13,531,1.0,Philip Brewster
13,532,1.0,Philip Brewster
13,533,1.0,Philip Brewster
13,534,1.0,Philip Brewster
13,535,1.0,Philip Brewster
13,536,1.0,Philip Brewster
13,537,1.0,Philip Brewster
13,538,1.0,Philip Brewster
13,539,1.0,Philip Brewster
13,540,1.0,Philip Brewster
13,541,1.0,Philip Brewster
13,542,1.0,Philip Brewster
13,543,1.0,Philip Brewster
13,544,1.0,Philip Brewster
13,545,1.0,Philip Brewster
13,546,1.0,Philip Brewster
13,547,1.0,Philip Brewster
13,548,1.0,Philip Brewster
14,549,5.0,Joseph Ferry
14,550,2.87,Joseph Ferry
14,551,2.51,Joseph Ferry
14,552,2.51,Joseph Ferry
14,553,2.47,Joseph Ferry
14,554,2.42,Joseph Ferry
14,555,2.4,Joseph Ferry
14,556,2.28,Joseph Ferry
14,557,2.26,Joseph Ferry
14,558,2.04,Joseph Ferry
14,559,2.02,Joseph Ferry
14,560,2.0,Joseph Ferry
14,561,1.75,Joseph Ferry
14,562,1.66,Joseph Ferry
14,563,1.64,Joseph Ferry
14,564,1.46,Joseph Ferry
14,565,1.44,Joseph Ferry
14,566,1.43,Joseph Ferry
14,567,1.42,Joseph Ferry
14,568,1.39,Joseph Ferry
14,569,1.33,Joseph Ferry
14,570,1.33,Joseph Ferry
14,571,1.32,Joseph Ferry
14,572,1.32,Joseph Ferry
14,573,1.32,Joseph Ferry
14,574,1.3,Joseph Ferry
14,575,1.29,Joseph Ferry
14,576,1.27,Joseph Ferry
14,577,1.27,Joseph Ferry
14,578,1.22,Joseph Ferry
14,579,1.21,Joseph Ferry
14,580,1.2,Joseph Ferry
14,581,1.2,Joseph Ferry
14,582,1.19,Joseph Ferry
14,583,1.19,Joseph Ferry
14,584,1.19,Joseph Ferry
14,585,1.18,Joseph Ferry
14,586,1.16,Joseph Ferry
14,587,1.12,Joseph Ferry
14,588,1.11,Joseph Ferry
14,589,1.11,Joseph Ferry
14,590,1.1,Joseph Ferry
14,591,1.07,Joseph Ferry
14,592,1.05,Joseph Ferry
14,593,1.05,Joseph Ferry
14,594,1.05,Joseph Ferry
14,595,1.04,Joseph Ferry
14,596,1.01,Joseph Ferry
14,597,1.0,Joseph Ferry
14,598,1.0,Joseph Ferry
15,69,1.08,Reynaldo Kennedy
15,154,3.3,Reynaldo Kennedy
15,159,1.32,Reynaldo Kennedy
15,197,2.64,Reynaldo Kennedy
15,203,1.56,Reynaldo Kennedy
15,205,2.11,Reynaldo Kennedy
15,212,1.08,Reynaldo Kennedy
15,215,1.13,Reynaldo Kennedy
15,218,1.1,Reynaldo Kennedy
15,222,1.05,Reynaldo Kennedy
15,227,3.28,Reynaldo Kennedy
15,233,2.05,Reynaldo Kennedy
15,266,1.1,Reynaldo Kennedy
15,429,1.62,Reynaldo Kennedy
15,511,3.25,Reynaldo Kennedy
15,599,5.0,Reynaldo Kennedy
15,600,3.67,Reynaldo Kennedy
15,601,2.46,Reynaldo Kennedy
15,602,2.41,Reynaldo Kennedy
15,603,2.14,Reynaldo Kennedy
15,604,2.14,Reynaldo Kennedy
15,605,2.08,Reynaldo Kennedy
15,606,2.06,Reynaldo Kennedy
15,607,1.96,Reynaldo Kennedy
15,608,1.82,Reynaldo Kennedy
15,609,1.8,Reynaldo Kennedy
15,610,1.79,Reynaldo Kennedy
15,611,1.79,Reynaldo Kennedy
15,612,1.68,Reynaldo Kennedy
15,613,1.65,Reynaldo Kennedy
15,614,1.56,Reynaldo Kennedy
15,615,1.55,Reynaldo Kennedy
15,616,1.54,Reynaldo Kennedy
15,617,1.51,Reynaldo Kennedy
15,618,1.51,Reynaldo Kennedy
15,619,1.5,Reynaldo Kennedy
15,620,1.46,Reynaldo Kennedy
15,621,1.36,Reynaldo Kennedy
15,622,1.34,Reynaldo Kennedy
15,623,1.31,Reynaldo Kennedy
15,624,1.31,Reynaldo Kennedy
15,625,1.24,Reynaldo Kennedy
15,626,1.17,Reynaldo Kennedy
15,627,1.15,Reynaldo Kennedy
15,628,1.14,Reynaldo Kennedy
15,629,1.12,Reynaldo Kennedy
15,630,1.03,Reynaldo Kennedy
15,631,1.01,Reynaldo Kennedy
15,632,1.01,Reynaldo Kennedy
15,633,1.0,Reynaldo Kennedy
16,89,4.79,Andrea Guzman
16,161,2.71,Andrea Guzman
16,346,1.68,Andrea Guzman
16,386,1.09,Andrea Guzman
16,532,1.61,Andrea Guzman
16,634,5.0,Andrea Guzman
16,635,4.26,Andrea Guzman
16,636,3.55,Andrea Guzman
16,637,2.94,Andrea Guzman
16,638,2.86,Andrea Guzman
16,639,2.7,Andrea Guzman
16,640,2.36,Andrea Guzman
16,641,2.35,Andrea Guzman
16,642,2.34,Andrea Guzman
16,643,2.22,Andrea Guzman
16,644,2.22,Andrea Guzman
16,645,1.93,Andrea Guzman
16,646,1.91,Andrea Guzman
16,647,1.9,Andrea Guzman
16,648,1.82,Andrea Guzman
16,649,1.64,Andrea Guzman
16,650,1.61,Andrea Guzman
16,651,1.6,Andrea Guzman
16,652,1.5,Andrea Guzman
16,653,1.48,Andrea Guzman
16,654,1.43,Andrea Guzman
16,655,1.43,Andrea Guzman
16,656,1.41,Andrea Guzman
16,657,1.38,Andrea Guzman
16,658,1.31,Andrea Guzman
16,659,1.28,Andrea Guzman
16,660,1.2,Andrea Guzman
16,661,1.16,Andrea Guzman
16,662,1.15,Andrea Guzman
16,663,1.15,Andrea Guzman
16,664,1.09,Andrea Guzman
16,665,1.07,Andrea Guzman
16,666,1.06,Andrea Guzman
16,667,1.06,Andrea Guzman
16,668,1.05,Andrea Guzman
16,669,1.05,Andrea Guzman
16,670,1.05,Andrea Guzman
16,671,1.04,Andrea Guzman
16,672,1.04,Andrea Guzman
16,673,1.03,Andrea Guzman
16,674,1.02,Andrea Guzman
16,675,1.02,Andrea Guzman
16,676,1.01,Andrea Guzman
16,677,1.01,Andrea Guzman
16,678,1.0,Andrea Guzman
17,56,1.04,Anthony Richardson
17,67,1.06,Anthony Richardson
17,89,1.32,Anthony Richardson
17,229,1.14,Anthony Richardson
17,230,1.01,Anthony Richardson
17,288,1.01,Anthony Richardson
17,289,1.0,Anthony Richardson
17,292,1.0,Anthony Richardson
17,298,1.03,Anthony Richardson
17,300,1.28,Anthony Richardson
17,306,1.01,Anthony Richardson
17,324,1.06,Anthony Richardson
17,325,1.03,Anthony Richardson
17,344,1.48,Anthony Richardson
17,403,1.0,Anthony Richardson
17,461,1.25,Anthony Richardson
17,464,1.05,Anthony Richardson
17,466,1.23,Anthony Richardson
17,498,1.4,Anthony Richardson
17,526,1.0,Anthony Richardson
17,528,1.06,Anthony Richardson
17,538,1.02,Anthony Richardson
17,544,1.09,Anthony Richardson
17,548,1.38,Anthony Richardson
17,679,5.0,Anthony Richardson
17,680,1.22,Anthony Richardson
17,681,1.22,Anthony Richardson
17,682,1.15,Anthony Richardson
17,683,1.1,Anthony Richardson
17,684,1.1,Anthony Richardson
17,685,1.08,Anthony Richardson
17,686,1.08,Anthony Richardson
17,687,1.08,Anthony Richardson
17,688,1.07,Anthony Richardson
17,689,1.05,Anthony Richardson
17,690,1.04,Anthony Richardson
17,691,1.03,Anthony Richardson
17,692,1.02,Anthony Richardson
17,693,1.02,Anthony Richardson
17,694,1.02,Anthony Richardson
17,695,1.02,Anthony Richardson
17,696,1.02,Anthony Richardson
17,697,1.02,Anthony Richardson
17,698,1.01,Anthony Richardson
17,699,1.01,Anthony Richardson
17,700,1.0,Anthony Richardson
17,701,1.0,Anthony Richardson
17,702,1.0,Anthony Richardson
17,703,1.0,Anthony Richardson
17,704,1.0,Anthony Richardson
18,56,1.03,Robert Feagin
18,65,1.13,Robert Feagin
18,71,1.46,Robert Feagin
18,72,1.46,Robert Feagin
18,88,1.17,Robert Feagin
18,163,1.12,Robert Feagin
18,174,1.32,Robert Feagin
18,190,1.74,Robert Feagin
18,220,1.9,Robert Feagin
18,227,1.91,Robert Feagin
18,230,1.46,Robert Feagin
18,378,1.07,Robert Feagin
18,389,1.44,Robert Feagin
18,511,1.65,Robert Feagin
18,533,1.81,Robert Feagin
18,705,5.0,Robert Feagin
18,706,2.35,Robert Feagin
18,707,2.32,Robert Feagin
18,708,2.02,Robert Feagin
18,709,1.97,Robert Feagin
18,710,1.94,Robert Feagin
18,711,1.86,Robert Feagin
18,712,1.69,Robert Feagin
18,713,1.65,Robert Feagin
18,714,1.51,Robert Feagin
18,715,1.51,Robert Feagin
18,716,1.47,Robert Feagin
18,717,1.38,Robert Feagin
18,718,1.37,Robert Feagin
18,719,1.37,Robert Feagin
18,720,1.29,Robert Feagin
18,721,1.25,Robert Feagin
